restaurant_ID,restaurant_name,user_name,user_reviews,review_rating,review_date,review_text,review_helpful,restaurant_claimed_page_yp,restaurant_price_level_yp,restaurant_guide_location,review_post,platform,review_week,michelin_guide,user_local1_yp,user_local2_yp,user_fromus_yp,user_distance_yp,user_within50km_yp,user_within100km_yp,user_within150km_yp,user_within200km_yp,review_avg_stc_lenght,review_word_count,review_common200_count,review_common200_ratio,review_colloquial_ratio,review_colloquial_ratio2,review_colloquial_ratio3,review_nenglish_count,review_nenglish_ratio,review_hyphen_count,review_hyphen_ratio,review_readability_score,review_readability_grade_level,review_authenticity_count,review_authenticity_ratio,review_texture_count,review_texture_ratio,review_wine_d,review_culturalref_d,review_neighborhood_d,review_menu_d,review_covid_count,review_covid_ratio,review_ambience_d,review_namechef_d,review_chef_d,review_smell_count,review_smell_ratio,review_technique_count,review_technique_ratio,review_ingredients_count,review_ingredients_ratio,review_personal_count,review_personal_ratio,covid_phase_0,covid_phase_1,covid_phase_2,covid_phase_3,covid_phase_4,covid_phase_5,covid_phase_6,covid_phase_7,review_slang_count,review_slang_ratio,review_capital_count,review_capital_ratio,review_weekff,michelin_distinction,michelin_review_ta,michelin_stable19-20,michelin_stable20-21,michelin_stable21-22,similarity_score,michelin_review_ta_modified,review_text_modified,similarity_score_modified,similarity_score_cosine,similarity_score_cosine_red,Reviews found,Processed
1,Pera Mediterranean Brasserie,Matthew J.,0,1,2019-01-28 00:00:00,"Went there Saturday night with my girlfriend and the host was extremely unprofessional and rude. We needed a quiet table for two to have a romantic dinner and the host sat us next to a large group of a loud and obnoxious party of people and there were plenty of other seats he could've sat us in. He did it on purpose and when I asked him for a new table he walked away and ignored me. My girlfriend and I couldn't believe the disrespect of this man. He was a total pompous ass. As we were about to walk out, two NYPD officers came into the restaurant because the host called the cops because he's a little sissy boy. DONT EAT THERE!!! Avoid this place at all costs!!! As an Iraq Veteran that fought for my country I've never been so disrespected in my life in my home country. Good thing the night ended with a bang at Ruth's Chris where they really know how treat patrons dining in their establishment.",0,Claimed,3,NY,0,0,-64,NY19,1,1,1,91.9287107805165,0,1,1,1,21.5,172,2,0.0116279069767442,0.337209302325581,0.337209302325581,0.337209302325581,0,0,0,0.0,79.4,6.5,0,0.0,0,0.0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0.0,0,0.0,4,0.0232558139534884,1,0,0,0,0,0,0,0,53,0.308139534883721,4,0.0232558139534884,-64,plate," For flavorful Turkish food infused with contemporary influence, Pera serves to please. Lunch does big business in this attractive dining room, layered in a chocolate-brown color scheme and packed with corporate types as well as visitors looking for a sleek place to sojourn mid-day. Acoustics can be loud, but with food so fine, you’ll want to stay awhile.
Dinner is more low-key but the menu always brims with simple, good quality and slightly renovated plates like warm hummus with pastirma; lentil and bulgur tartare; or watermelon chunks tossed with salty feta, tomatoes and olive oil. A forkful of their model and deliciously tender chicken adana with a side of addictively crispy fries has wide appeal and makes for a fitting feast—at all times. 
",1,1,1,0.0673076923076923,"For flavorful Turkish food infused contemporary influence, Pera serves please. Lunch big business attractive dining room, layered chocolate-brown color scheme packed corporate types well visitors looking sleek place sojourn mid-day. Acoustics loud, food fine, you’ll want stay awhile. Dinner low-key menu always brims simple, good quality slightly renovated plates like warm hummus pastirma; lentil bulgur tartare; watermelon chunks tossed salty feta, tomatoes olive oil. forkful model deliciously tender chicken adana side addictively crispy fries wide appeal makes fitting feast—at times.","Went Saturday night girlfriend host extremely unprofessional rude. We needed quiet table two romantic dinner host sat us next large group loud obnoxious party people plenty seats could've sat us in. He purpose asked new table walked away ignored me. My girlfriend believe disrespect man. He total pompous ass. As walk out, two NYPD officers came restaurant host called cops he's little sissy boy. DONT EAT THERE!!! Avoid place costs!!! As Iraq Veteran fought country I've never disrespected life home country. Good thing night ended bang Ruth's Chris really know treat patrons dining establishment.",0.0124223602484472,0.413861098955537,0.0479463301485384,0,N
1,Pera Mediterranean Brasserie,Marilyn A.,83,2,2019-08-13 00:00:00,"Pera Mediterranean Brasserie has been our favorite restaurant for some time and we have always enjoyed dining there with family and friends.  On August 3rd, we made a reservation (#2110039442) for a party of six to dine at 8:45 pm. We received a telephone call from Pera's Host/Manager (Stephane) at 8:45 p.m. at which time we confirmed that we were just arriving at Pera's front door.  It was 8:47 p.m. when we entered the restaurant,   The Manager became so irate when we walked in that he  told us that it was because of us that he had to maintain his kitchen opened and keep the staff on (as it had been slow all night).  He asked us from the front desk to hurry up and order because he wanted to close the restaurant early.  We have never felt so offended, humiliated and mistreated! We chose to remain and have our meal and not let him have his way.  While the meal was excellent as usual and the waitress  pleasant, we will never forget the harsh treatment received by Pera's Manager.",0,Claimed,3,NY,0,0,-35,NY19,1,1,1,9.38386189628466,1,1,1,1,15.25,180,10,0.0555555555555556,0.294444444444445,0.288888888888889,0.294444444444445,0,0,0,0.0,78.59,6.8,0,0.0,0,0.0,0,1,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,12,0.0666666666666667,1,0,0,0,0,0,0,0,51,0.283333333333333,1,0.0055555555555555,-35,plate," For flavorful Turkish food infused with contemporary influence, Pera serves to please. Lunch does big business in this attractive dining room, layered in a chocolate-brown color scheme and packed with corporate types as well as visitors looking for a sleek place to sojourn mid-day. Acoustics can be loud, but with food so fine, you’ll want to stay awhile.
Dinner is more low-key but the menu always brims with simple, good quality and slightly renovated plates like warm hummus with pastirma; lentil and bulgur tartare; or watermelon chunks tossed with salty feta, tomatoes and olive oil. A forkful of their model and deliciously tender chicken adana with a side of addictively crispy fries has wide appeal and makes for a fitting feast—at all times. 
",1,1,1,0.0738916256157636,"For flavorful Turkish food infused contemporary influence, Pera serves please. Lunch big business attractive dining room, layered chocolate-brown color scheme packed corporate types well visitors looking sleek place sojourn mid-day. Acoustics loud, food fine, you’ll want stay awhile. Dinner low-key menu always brims simple, good quality slightly renovated plates like warm hummus pastirma; lentil bulgur tartare; watermelon chunks tossed salty feta, tomatoes olive oil. forkful model deliciously tender chicken adana side addictively crispy fries wide appeal makes fitting feast—at times.","Pera Mediterranean Brasserie favorite restaurant time always enjoyed dining family friends. On August 3rd, made reservation (#2110039442) party six dine 8:45 pm. We received telephone call Pera's Host/Manager (Stephane) 8:45 p.m. time confirmed arriving Pera's front door. It 8:47 p.m. entered restaurant, The Manager became irate walked told us us maintain kitchen opened keep staff (as slow night). He asked us front desk hurry order wanted close restaurant early. We never felt offended, humiliated mistreated! We chose remain meal let way. While meal excellent usual waitress pleasant, never forget harsh treatment received Pera's Manager.",0.0192307692307692,0.320278838657593,0.0541728978487887,0,N
1,Pera Mediterranean Brasserie,Rob W.,141,5,2018-12-02 00:00:00,"Neat little place on Madison Ave. I came for the happy hour, which consisted of a drink and two small appetizers for $16. The service was good and the portions were fine, all things considered (I wish they had a few more stuffed dates in the app). Speaking of, try the stuffed dates!",0,Claimed,3,NY,0,0,-72,NY19,0,0,1,1198.99442460095,0,0,0,0,13.25,53,2,0.0377358490566038,0.226415094339623,0.226415094339623,0.226415094339623,0,0,0,0.0,91.82,3.8,0,0.0,0,0.0,0,0,1,0,0,0.0,0,0,0,0,0.0,0,0.0,1,0.0188679245283019,1,0.0188679245283019,1,0,0,0,0,0,0,0,13,0.245283018867925,0,0.0,-72,plate," For flavorful Turkish food infused with contemporary influence, Pera serves to please. Lunch does big business in this attractive dining room, layered in a chocolate-brown color scheme and packed with corporate types as well as visitors looking for a sleek place to sojourn mid-day. Acoustics can be loud, but with food so fine, you’ll want to stay awhile.
Dinner is more low-key but the menu always brims with simple, good quality and slightly renovated plates like warm hummus with pastirma; lentil and bulgur tartare; or watermelon chunks tossed with salty feta, tomatoes and olive oil. A forkful of their model and deliciously tender chicken adana with a side of addictively crispy fries has wide appeal and makes for a fitting feast—at all times. 
",1,1,1,0.0808823529411765,"For flavorful Turkish food infused contemporary influence, Pera serves please. Lunch big business attractive dining room, layered chocolate-brown color scheme packed corporate types well visitors looking sleek place sojourn mid-day. Acoustics loud, food fine, you’ll want stay awhile. Dinner low-key menu always brims simple, good quality slightly renovated plates like warm hummus pastirma; lentil bulgur tartare; watermelon chunks tossed salty feta, tomatoes olive oil. forkful model deliciously tender chicken adana side addictively crispy fries wide appeal makes fitting feast—at times.","Neat little place Madison Ave. came happy hour, consisted drink two small appetizers $16. The service good portions fine, things considered (I wish stuffed dates app). Speaking of, try stuffed dates!",0.0283018867924528,0.259678207390554,0.0551597348514692,0,N
1,Pera Mediterranean Brasserie,Mo O.,0,5,2018-11-11 00:00:00,This was delicious  great service dessert very good  atmosphere enjoyable staff friendly,0,Claimed,3,NY,0,0,-75,NY19,1,1,1,9.38386189628466,1,1,1,1,12.0,12,4,0.333333333333333,0.0,0.0,0.0,0,0,0,0.0,50.84,9.2,0,0.0,0,0.0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0.0,0,0.0,-75,plate," For flavorful Turkish food infused with contemporary influence, Pera serves to please. Lunch does big business in this attractive dining room, layered in a chocolate-brown color scheme and packed with corporate types as well as visitors looking for a sleek place to sojourn mid-day. Acoustics can be loud, but with food so fine, you’ll want to stay awhile.
Dinner is more low-key but the menu always brims with simple, good quality and slightly renovated plates like warm hummus with pastirma; lentil and bulgur tartare; or watermelon chunks tossed with salty feta, tomatoes and olive oil. A forkful of their model and deliciously tender chicken adana with a side of addictively crispy fries has wide appeal and makes for a fitting feast—at all times. 
",1,1,1,0.0089285714285714,"For flavorful Turkish food infused contemporary influence, Pera serves please. Lunch big business attractive dining room, layered chocolate-brown color scheme packed corporate types well visitors looking sleek place sojourn mid-day. Acoustics loud, food fine, you’ll want stay awhile. Dinner low-key menu always brims simple, good quality slightly renovated plates like warm hummus pastirma; lentil bulgur tartare; watermelon chunks tossed salty feta, tomatoes olive oil. forkful model deliciously tender chicken adana side addictively crispy fries wide appeal makes fitting feast—at times.",This delicious great service dessert good atmosphere enjoyable staff friendly,0.0113636363636364,0.039193090083481,0.0339031751810405,0,N
1,Pera Mediterranean Brasserie,John R.,166,5,2019-03-06 00:00:00,"I love this place for what it is. I took my parents here when they came to visit and just really enjoyed the food and atmosphere. We got the prix fixe menu, which gave us the opportunity to try everything and it really didn't disappoint. We are Egyptian, so getting a good Mediterranean meal somewhere that isn't home is always a treat. The hummus and other dips were really good, particularly the spicy pepper muhammara. Then the smoked lamb tacos were absolutely awesome, and I would go back only for these once a week if I could. We then got a big sampler of all of the meats, and it was amazing. The chicken was super tender, the adana was perfectly seasoned and cooked and the lamb chops were the best I've had in a while. The only knock is that the lamb riblets were really fatty, but that's not atypical. Dessert was more than solid and the three of us left really satisfied. I'm definitely coming back.",0,Claimed,3,NY,0,0,-58,NY19,0,1,1,129.496211417559,0,0,1,1,15.2727272727273,168,4,0.0238095238095238,0.279761904761905,0.279761904761905,0.279761904761905,0,0,0,0.0,72.87,6.9,0,0.0,0,0.0,0,1,0,1,0,0.0,1,0,0,0,0.0,1,0.0059523809523809,4,0.0238095238095238,7,0.0416666666666667,1,0,0,0,0,0,0,0,40,0.238095238095238,0,0.0,-58,plate," For flavorful Turkish food infused with contemporary influence, Pera serves to please. Lunch does big business in this attractive dining room, layered in a chocolate-brown color scheme and packed with corporate types as well as visitors looking for a sleek place to sojourn mid-day. Acoustics can be loud, but with food so fine, you’ll want to stay awhile.
Dinner is more low-key but the menu always brims with simple, good quality and slightly renovated plates like warm hummus with pastirma; lentil and bulgur tartare; or watermelon chunks tossed with salty feta, tomatoes and olive oil. A forkful of their model and deliciously tender chicken adana with a side of addictively crispy fries has wide appeal and makes for a fitting feast—at all times. 
",1,1,1,0.107142857142857,"For flavorful Turkish food infused contemporary influence, Pera serves please. Lunch big business attractive dining room, layered chocolate-brown color scheme packed corporate types well visitors looking sleek place sojourn mid-day. Acoustics loud, food fine, you’ll want stay awhile. Dinner low-key menu always brims simple, good quality slightly renovated plates like warm hummus pastirma; lentil bulgur tartare; watermelon chunks tossed salty feta, tomatoes olive oil. forkful model deliciously tender chicken adana side addictively crispy fries wide appeal makes fitting feast—at times.","love place is. took parents came visit really enjoyed food atmosphere. We got prix fixe menu, gave us opportunity try everything really disappoint. We Egyptian, getting good Mediterranean meal somewhere home always treat. The hummus dips really good, particularly spicy pepper muhammara. Then smoked lamb tacos absolutely awesome, would go back week could. We got big sampler meats, amazing. The chicken super tender, adana perfectly seasoned cooked lamb chops best I've while. The knock lamb riblets really fatty, that's atypical. Dessert solid three us left really satisfied. I'm definitely coming back.",0.0533333333333333,0.328295382868629,0.110319469702938,0,N
1,Pera Mediterranean Brasserie,Derek G.,0,4,2018-12-28 00:00:00,"Very solid effort for lunch on a wet Friday afternoon. We split three appetizers, and all were very good. Especially the stuffed grape leaves. Those were worth the price of admission.",0,Claimed,3,NY,0,0,-68,NY19,0,0,1,1026.95953174278,0,0,0,0,7.75,31,1,0.032258064516129,0.387096774193548,0.387096774193548,0.387096774193548,0,0,0,0.0,80.48,4.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,3,0.0967741935483871,1,0.032258064516129,1,0,0,0,0,0,0,0,9,0.290322580645161,0,0.0,-68,plate," For flavorful Turkish food infused with contemporary influence, Pera serves to please. Lunch does big business in this attractive dining room, layered in a chocolate-brown color scheme and packed with corporate types as well as visitors looking for a sleek place to sojourn mid-day. Acoustics can be loud, but with food so fine, you’ll want to stay awhile.
Dinner is more low-key but the menu always brims with simple, good quality and slightly renovated plates like warm hummus with pastirma; lentil and bulgur tartare; or watermelon chunks tossed with salty feta, tomatoes and olive oil. A forkful of their model and deliciously tender chicken adana with a side of addictively crispy fries has wide appeal and makes for a fitting feast—at all times. 
",1,1,1,0.0483870967741936,"For flavorful Turkish food infused contemporary influence, Pera serves please. Lunch big business attractive dining room, layered chocolate-brown color scheme packed corporate types well visitors looking sleek place sojourn mid-day. Acoustics loud, food fine, you’ll want stay awhile. Dinner low-key menu always brims simple, good quality slightly renovated plates like warm hummus pastirma; lentil bulgur tartare; watermelon chunks tossed salty feta, tomatoes olive oil. forkful model deliciously tender chicken adana side addictively crispy fries wide appeal makes fitting feast—at times.","Very solid effort lunch wet Friday afternoon. We split three appetizers, good. Especially stuffed grape leaves. Those worth price admission.",0.0,0.181025128880568,0.0479463301485384,0,N
1,Pera Mediterranean Brasserie,Ileana M.,0,2,2019-03-16 00:00:00,"Not very good service for such expensive restaurant. The guy who seemed to be the manager was just standing at the reception instead of opening the door to guests coming in.

On another note, he could also walk around the tables inquiring about the experience. Again, customer service level is very poor.

Food take a long time to come, flavors are ok.",0,Claimed,3,NY,0,0,-57,NY19,0,0,1,1756.69283236372,0,0,0,0,20.6666666666667,62,4,0.0645161290322581,0.209677419354839,0.209677419354839,0.209677419354839,0,0,0,0.0,75.81,5.8,0,0.0,0,0.0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0.0,1,0.0161290322580645,0,0.0,1,0,0,0,0,0,0,0,14,0.225806451612903,0,0.0,-57,plate," For flavorful Turkish food infused with contemporary influence, Pera serves to please. Lunch does big business in this attractive dining room, layered in a chocolate-brown color scheme and packed with corporate types as well as visitors looking for a sleek place to sojourn mid-day. Acoustics can be loud, but with food so fine, you’ll want to stay awhile.
Dinner is more low-key but the menu always brims with simple, good quality and slightly renovated plates like warm hummus with pastirma; lentil and bulgur tartare; or watermelon chunks tossed with salty feta, tomatoes and olive oil. A forkful of their model and deliciously tender chicken adana with a side of addictively crispy fries has wide appeal and makes for a fitting feast—at all times. 
",1,1,1,0.054421768707483,"For flavorful Turkish food infused contemporary influence, Pera serves please. Lunch big business attractive dining room, layered chocolate-brown color scheme packed corporate types well visitors looking sleek place sojourn mid-day. Acoustics loud, food fine, you’ll want stay awhile. Dinner low-key menu always brims simple, good quality slightly renovated plates like warm hummus pastirma; lentil bulgur tartare; watermelon chunks tossed salty feta, tomatoes olive oil. forkful model deliciously tender chicken adana side addictively crispy fries wide appeal makes fitting feast—at times.","Not good service expensive restaurant. The guy seemed manager standing reception instead opening door guests coming in. On another note, could also walk around tables inquiring experience. Again, customer service level poor. Food take long time come, flavors ok.",0.0086206896551724,0.189133072378658,0.0502307543200643,0,N
1,Pera Mediterranean Brasserie,R B.,2,1,2019-07-11 00:00:00,"The Asian hostess with all the tattoos should be fired for incompetency. I arrived for a business dinner last night and was made to stand for almost 10 minutes to be seated - the restaurant was empty but she was distracted by 1. chitchatting w her colleague then 2. distracted by the tv, and another person asking her where the happy hour was. 

Then she sat us at the wrong table and we had to be moved again.

I don't know if was her first day but she shouldn't be at the front dealing with customers.",0,Claimed,3,NY,0,0,-40,NY19,1,1,1,0.0080969099422078,1,1,1,1,19.2,96,1,0.0104166666666667,0.239583333333333,0.239583333333333,0.239583333333333,0,0,1,0.0104166666666667,80.82,5.9,0,0.0,0,0.0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0.0,0,0.0,3,0.03125,1,0,0,0,0,0,0,0,20,0.208333333333333,0,0.0,-40,plate," For flavorful Turkish food infused with contemporary influence, Pera serves to please. Lunch does big business in this attractive dining room, layered in a chocolate-brown color scheme and packed with corporate types as well as visitors looking for a sleek place to sojourn mid-day. Acoustics can be loud, but with food so fine, you’ll want to stay awhile.
Dinner is more low-key but the menu always brims with simple, good quality and slightly renovated plates like warm hummus with pastirma; lentil and bulgur tartare; or watermelon chunks tossed with salty feta, tomatoes and olive oil. A forkful of their model and deliciously tender chicken adana with a side of addictively crispy fries has wide appeal and makes for a fitting feast—at all times. 
",1,1,1,0.0625,"For flavorful Turkish food infused contemporary influence, Pera serves please. Lunch big business attractive dining room, layered chocolate-brown color scheme packed corporate types well visitors looking sleek place sojourn mid-day. Acoustics loud, food fine, you’ll want stay awhile. Dinner low-key menu always brims simple, good quality slightly renovated plates like warm hummus pastirma; lentil bulgur tartare; watermelon chunks tossed salty feta, tomatoes olive oil. forkful model deliciously tender chicken adana side addictively crispy fries wide appeal makes fitting feast—at times.","The Asian hostess tattoos fired incompetency. arrived business dinner last night made stand almost 10 minutes seated restaurant empty distracted 1. chitchatting colleague 2. distracted tv, another person asking happy hour was. Then sat us wrong table moved again. know first day front dealing customers.",0.0081967213114754,0.336629018839143,0.0479463301485384,0,N
1,Pera Mediterranean Brasserie,Kunal P.,0,1,2019-10-16 00:00:00,"Really really bad vegetarian food 
We ordered the platter and it was really bad. 
Had to walk out",0,Claimed,3,NY,0,0,-26,NY19,1,1,1,9.38386189628466,1,1,1,1,9.0,18,0,0.0,0.388888888888889,0.388888888888889,0.388888888888889,0,0,0,0.0,53.88,8.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,1,0.0555555555555556,1,0.0555555555555556,1,0,0,0,0,0,0,0,9,0.5,0,0.0,-26,plate," For flavorful Turkish food infused with contemporary influence, Pera serves to please. Lunch does big business in this attractive dining room, layered in a chocolate-brown color scheme and packed with corporate types as well as visitors looking for a sleek place to sojourn mid-day. Acoustics can be loud, but with food so fine, you’ll want to stay awhile.
Dinner is more low-key but the menu always brims with simple, good quality and slightly renovated plates like warm hummus with pastirma; lentil and bulgur tartare; or watermelon chunks tossed with salty feta, tomatoes and olive oil. A forkful of their model and deliciously tender chicken adana with a side of addictively crispy fries has wide appeal and makes for a fitting feast—at all times. 
",1,1,1,0.0350877192982456,"For flavorful Turkish food infused contemporary influence, Pera serves please. Lunch big business attractive dining room, layered chocolate-brown color scheme packed corporate types well visitors looking sleek place sojourn mid-day. Acoustics loud, food fine, you’ll want stay awhile. Dinner low-key menu always brims simple, good quality slightly renovated plates like warm hummus pastirma; lentil bulgur tartare; watermelon chunks tossed salty feta, tomatoes olive oil. forkful model deliciously tender chicken adana side addictively crispy fries wide appeal makes fitting feast—at times.",Really really bad vegetarian food We ordered platter really bad. Had walk,0.0112359550561798,0.159758768875269,0.0479463301485384,0,N
1,Pera Mediterranean Brasserie,Isaac C.,167,5,2019-08-02 00:00:00,"This was my 1st time having Turkish and we came on restaurant week. We did the 3 course special with the calamari for appetizer, the chicken shashlik and the bakclava dessert. Not only was the food excellent but the service was phenomenal. They were cordial, explained the menu and the ingredients, an all around good experience.",0,Claimed,3,NY,0,0,-37,NY19,1,1,1,14.9763661249919,1,1,1,1,14.0,56,3,0.0535714285714286,0.214285714285714,0.214285714285714,0.214285714285714,0,0,0,0.0,65.73,7.6,0,0.0,0,0.0,0,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,1,0.0178571428571429,2,0.0357142857142857,1,0,0,0,0,0,0,0,9,0.160714285714286,0,0.0,-37,plate," For flavorful Turkish food infused with contemporary influence, Pera serves to please. Lunch does big business in this attractive dining room, layered in a chocolate-brown color scheme and packed with corporate types as well as visitors looking for a sleek place to sojourn mid-day. Acoustics can be loud, but with food so fine, you’ll want to stay awhile.
Dinner is more low-key but the menu always brims with simple, good quality and slightly renovated plates like warm hummus with pastirma; lentil and bulgur tartare; or watermelon chunks tossed with salty feta, tomatoes and olive oil. A forkful of their model and deliciously tender chicken adana with a side of addictively crispy fries has wide appeal and makes for a fitting feast—at all times. 
",1,1,1,0.0814814814814815,"For flavorful Turkish food infused contemporary influence, Pera serves please. Lunch big business attractive dining room, layered chocolate-brown color scheme packed corporate types well visitors looking sleek place sojourn mid-day. Acoustics loud, food fine, you’ll want stay awhile. Dinner low-key menu always brims simple, good quality slightly renovated plates like warm hummus pastirma; lentil bulgur tartare; watermelon chunks tossed salty feta, tomatoes olive oil. forkful model deliciously tender chicken adana side addictively crispy fries wide appeal makes fitting feast—at times.","This 1st time Turkish came restaurant week. We course special calamari appetizer, chicken shashlik bakclava dessert. Not food excellent service phenomenal. They cordial, explained menu ingredients, around good experience.",0.0485436893203884,0.279301300730701,0.119451779832336,0,N
