restaurant_ID,restaurant_name,platform,restaurant_guide_location,michelin_guide,michelin_distinction,michelin_review_ta,michelin_stable19-20,michelin_stable20-21,michelin_stable21-22,user_name,user_reviews,review_rating,review_date,review_week,review_text,review_helpful,review_post,review_avg_stc_lenght,review_word_count,review_hyphen_ratio,review_hyphen_count,review_nenglish_ count,review_nenglish_ ratio,review_readability_score,review_colloquial_ratio,review_colloquial_count,review_chef_d,review_namechef_d,review_texture_ratio,review_texture_count,review_wine_d,review_menu_d,review_colloquial_ratio2,review_colloquial_count2,review_colloquial_ratio3,review_colloquial_count3,review_readability_grade_level,review_smell_count,review_smell_ratio,review_neighborhood_d,review_covid_count,review_covid_ratio,review_ambience_count,review_ambience_ratio,review_ambience_d,review_culturalref_d,review_authenticity_count,review_authenticity_ratio,review_ingredients_ratio,review_ingredients_count,review_technique_count,review_technique_ratio,review_personal_count,review_personal_ratio,review_common200_count,review_common200_ratio,covid_phase_0,covid_phase_1,covid_phase_2,covid_phase_3,covid_phase_4,covid_phase_5,covid_phase_6,covid_phase_7,review_slang_count,review_slang_ratio,review_capital_count,review_capital_ratio,review_weekff,similarity_score,michelin_review_ta_modified,review_text_modified,similarity_score_modified,similarity_score_cosine,similarity_score_cosine_red,Processed
1,Pera,1,NY,NY22,plate,"For flavorful Turkish food infused with contemporary influence, Pera serves to please. Lunch does big business in this attractive dining room, layered in a chocolate-brown color scheme and packed with corporate types as well as visitors looking for a sleek place to sojourn mid-day. Acoustics can be loud, but with food so fine, you’ll want to stay awhile.Dinner is more low-key but the menu always brims with simple, good quality and slightly renovated plates like warm hummus with pastirma; lentil and bulgur tartare; or watermelon chunks tossed with salty feta, tomatoes and olive oil. A forkful of their model and deliciously tender chicken adana with a side of addictively crispy fries has wide appeal and makes for a fitting feast—at all times.",1,1,1,Cugs22,137,3,2023-02-07 00:00:00,147,Visited on a NY Restaurant Week deal. $60 each for three courses and a drink. Lovely setting and nice service but unfortunately the food was nothing special. Something we could’ve got in our local Turkish restaurant for £10 and it would’ve been better.,0,1,10.75,43,0.0,0.0,9,0.2,77.43,0.232558139534884,10.0,0,0,0.0,0,0,0,0.209302326,9.000000018,0.209302326,9.000000018,5.1,0,0.0,0,0,0.0,0,0.0,0,1,1,0.0232558139534884,0.13953488372093,6,0,0.0,2,0.0465116279069767,1,0.0232558139534884,0,0,0,0,0,0,0,1,8,0.186046511627907,0,0.0,138,0.0610687022900763,"For flavorful Turkish food infused contemporary influence, Pera serves please. Lunch big business attractive dining room, layered chocolate-brown color scheme packed corporate types well visitors looking sleek place sojourn mid-day. Acoustics loud, food fine, you’ll want stay awhile.Dinner low-key menu always brims simple, good quality slightly renovated plates like warm hummus pastirma; lentil bulgur tartare; watermelon chunks tossed salty feta, tomatoes olive oil. forkful model deliciously tender chicken adana side addictively crispy fries wide appeal makes fitting feast—at times.",Visited NY Restaurant Week deal. $60 three courses drink. Lovely setting nice service unfortunately food nothing special. Something could’ve got local Turkish restaurant £10 would’ve better.,0.0196078431372549,0.292913080784807,0.0568573532684178,0
1,Pera,1,NY,NY22,plate,"For flavorful Turkish food infused with contemporary influence, Pera serves to please. Lunch does big business in this attractive dining room, layered in a chocolate-brown color scheme and packed with corporate types as well as visitors looking for a sleek place to sojourn mid-day. Acoustics can be loud, but with food so fine, you’ll want to stay awhile.Dinner is more low-key but the menu always brims with simple, good quality and slightly renovated plates like warm hummus with pastirma; lentil and bulgur tartare; or watermelon chunks tossed with salty feta, tomatoes and olive oil. A forkful of their model and deliciously tender chicken adana with a side of addictively crispy fries has wide appeal and makes for a fitting feast—at all times.",1,1,1,Gudgels,132,4,2022-12-26 00:00:00,140,"Went for a business lunch with a group of six.  Food was above average.  My grilled octopus appetizer was delicious and the levantine seafood cake was decent, if a bit pricey for what i got.  The beets on the base were the best part.  While not mediterranean, the folks who got the burger and fries raved about them.  I snuck a fry and it was very good.  Service was attentive and friendly.  I would return.",0,1,9.375,75,0.0,0.0,5,0.0888888888888889,87.31,0.253333333333333,19.0,0,0,0.0,0,0,0,0.253333333,18.999999975,0.253333333,18.999999975,3.4,0,0.0,0,0,0.0,0,0.0,0,1,0,0.0,0.173333333333333,13,0,0.0,1,0.0133333333333333,3,0.04,0,0,0,0,0,0,0,1,20,0.266666666666667,0,0.0,131,0.0529801324503311,"For flavorful Turkish food infused contemporary influence, Pera serves please. Lunch big business attractive dining room, layered chocolate-brown color scheme packed corporate types well visitors looking sleek place sojourn mid-day. Acoustics loud, food fine, you’ll want stay awhile.Dinner low-key menu always brims simple, good quality slightly renovated plates like warm hummus pastirma; lentil bulgur tartare; watermelon chunks tossed salty feta, tomatoes olive oil. forkful model deliciously tender chicken adana side addictively crispy fries wide appeal makes fitting feast—at times.","Went business lunch group six. Food average. My grilled octopus appetizer delicious levantine seafood cake decent, bit pricey got. The beets base best part. While mediterranean, folks got burger fries raved them. snuck fry good. Service attentive friendly. would return.",0.0172413793103448,0.299080370509226,0.099258333397093,0
1,Pera,1,NY,NY21,plate,"For flavorful Turkish food infused with contemporary influence, Pera serves to please. Lunch does big business in this attractive dining room, layered in a chocolate-brown color scheme and packed with corporate types as well as visitors looking for a sleek place to sojourn mid-day. Acoustics can be loud, but with food so fine, you’ll want to stay awhile.Dinner is more low-key but the menu always brims with simple, good quality and slightly renovated plates like warm hummus with pastirma; lentil and bulgur tartare; or watermelon chunks tossed with salty feta, tomatoes and olive oil. A forkful of their model and deliciously tender chicken adana with a side of addictively crispy fries has wide appeal and makes for a fitting feast—at all times.",1,1,1,MarkP115,2,5,2022-03-15 00:00:00,100,I really like this restaurant. My dinner was outstanding-I particularly recommend the vegetable timbale and the chocolate soufflé. Service was friendly and attentive.,0,1,7.66666666666667,23,0.0416666666666667,0.958333333333333,3,0.0444444444444445,38.28,0.304347826086957,7.0,0,0,0.0,0,0,0,0.304347826,6.999999998,0.304347826,6.999999998,9.8,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.173913043478261,4,0,0.0,1,0.0434782608695652,0,0.0,0,0,0,0,0,0,0,1,5,0.217391304347826,0,0.0,91,0.0344827586206897,"For flavorful Turkish food infused contemporary influence, Pera serves please. Lunch big business attractive dining room, layered chocolate-brown color scheme packed corporate types well visitors looking sleek place sojourn mid-day. Acoustics loud, food fine, you’ll want stay awhile.Dinner low-key menu always brims simple, good quality slightly renovated plates like warm hummus pastirma; lentil bulgur tartare; watermelon chunks tossed salty feta, tomatoes olive oil. forkful model deliciously tender chicken adana side addictively crispy fries wide appeal makes fitting feast—at times.",really like restaurant. My dinner outstanding-I particularly recommend vegetable timbale chocolate soufflé. Service friendly attentive.,0.0108695652173913,0.230921102605854,0.08304547985374,0
1,Pera,1,NY,NY21,plate,"For flavorful Turkish food infused with contemporary influence, Pera serves to please. Lunch does big business in this attractive dining room, layered in a chocolate-brown color scheme and packed with corporate types as well as visitors looking for a sleek place to sojourn mid-day. Acoustics can be loud, but with food so fine, you’ll want to stay awhile.Dinner is more low-key but the menu always brims with simple, good quality and slightly renovated plates like warm hummus with pastirma; lentil and bulgur tartare; or watermelon chunks tossed with salty feta, tomatoes and olive oil. A forkful of their model and deliciously tender chicken adana with a side of addictively crispy fries has wide appeal and makes for a fitting feast—at all times.",1,1,1,marksP730OP,20,4,2022-07-12 00:00:00,117,"…..very friendly. Great meze and the red wine went down a treat. 

Coming from an European, you done well. 

Thanks for hosting us.",0,1,5.75,23,0.0,0.0,7,0.241379310344828,97.5,0.217391304347826,5.0,0,0,0.0,0,1,0,0.217391304,4.999999992,0.217391304,4.999999992,1.6,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.173913043478261,4,0,0.0,0,0.0,1,0.0434782608695652,0,0,0,0,0,0,0,1,4,0.173913043478261,0,0.0,108,0.0336134453781513,"For flavorful Turkish food infused contemporary influence, Pera serves please. Lunch big business attractive dining room, layered chocolate-brown color scheme packed corporate types well visitors looking sleek place sojourn mid-day. Acoustics loud, food fine, you’ll want stay awhile.Dinner low-key menu always brims simple, good quality slightly renovated plates like warm hummus pastirma; lentil bulgur tartare; watermelon chunks tossed salty feta, tomatoes olive oil. forkful model deliciously tender chicken adana side addictively crispy fries wide appeal makes fitting feast—at times.","…..very friendly. Great meze red wine went treat. Coming European, done well. Thanks hosting us.",0.0,0.173676092200667,0.0276818266179133,0
1,Pera,1,NY,NY21,plate,"For flavorful Turkish food infused with contemporary influence, Pera serves to please. Lunch does big business in this attractive dining room, layered in a chocolate-brown color scheme and packed with corporate types as well as visitors looking for a sleek place to sojourn mid-day. Acoustics can be loud, but with food so fine, you’ll want to stay awhile.Dinner is more low-key but the menu always brims with simple, good quality and slightly renovated plates like warm hummus with pastirma; lentil and bulgur tartare; or watermelon chunks tossed with salty feta, tomatoes and olive oil. A forkful of their model and deliciously tender chicken adana with a side of addictively crispy fries has wide appeal and makes for a fitting feast—at all times.",1,1,1,Wayne M,24,3,2022-09-12 00:00:00,125,Looks like a cafe from outside but does have a luxurious interior. However food distinctly cafe standard and wine prices crazy. $50 minimum a bottle,0,1,8.33333333333333,25,0.0,0.0,4,0.235294117647059,63.05,0.2,5.0,0,0,0.0,0,1,0,0.2,5.0,0.2,5.0,6.5,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.24,6,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,6,0.24,0,0.0,116,0.0517241379310345,"For flavorful Turkish food infused contemporary influence, Pera serves please. Lunch big business attractive dining room, layered chocolate-brown color scheme packed corporate types well visitors looking sleek place sojourn mid-day. Acoustics loud, food fine, you’ll want stay awhile.Dinner low-key menu always brims simple, good quality slightly renovated plates like warm hummus pastirma; lentil bulgur tartare; watermelon chunks tossed salty feta, tomatoes olive oil. forkful model deliciously tender chicken adana side addictively crispy fries wide appeal makes fitting feast—at times.",Looks like cafe outside luxurious interior. However food distinctly cafe standard wine prices crazy. $50 minimum bottle,0.0217391304347826,0.166282198642108,0.0737878451914923,0
1,Pera,1,NY,NY21,plate,"For flavorful Turkish food infused with contemporary influence, Pera serves to please. Lunch does big business in this attractive dining room, layered in a chocolate-brown color scheme and packed with corporate types as well as visitors looking for a sleek place to sojourn mid-day. Acoustics can be loud, but with food so fine, you’ll want to stay awhile.Dinner is more low-key but the menu always brims with simple, good quality and slightly renovated plates like warm hummus with pastirma; lentil and bulgur tartare; or watermelon chunks tossed with salty feta, tomatoes and olive oil. A forkful of their model and deliciously tender chicken adana with a side of addictively crispy fries has wide appeal and makes for a fitting feast—at all times.",1,1,1,YorkieJuly1969,45,4,2022-03-25 00:00:00,101,"Another Trip Advisor find having just been to the The Summit and needed something quick before heading to the airport. Great service, very good food too.",0,1,13.0,26,0.0,0.0,4,0.16,66.74,0.192307692307692,5.0,0,0,0.0,0,0,0,0.192307692,4.999999992,0.192307692,4.999999992,7.2,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0769230769230769,2,0,0.0,0,0.0,1,0.0384615384615385,0,0,0,0,0,0,0,1,4,0.153846153846154,0,0.0,92,0.0420168067226891,"For flavorful Turkish food infused contemporary influence, Pera serves please. Lunch big business attractive dining room, layered chocolate-brown color scheme packed corporate types well visitors looking sleek place sojourn mid-day. Acoustics loud, food fine, you’ll want stay awhile.Dinner low-key menu always brims simple, good quality slightly renovated plates like warm hummus pastirma; lentil bulgur tartare; watermelon chunks tossed salty feta, tomatoes olive oil. forkful model deliciously tender chicken adana side addictively crispy fries wide appeal makes fitting feast—at times.","Another Trip Advisor find The Summit needed something quick heading airport. Great service, good food too.",0.0217391304347826,0.20955748597824,0.0804084401128346,0
1,Pera,1,NY,NY21,plate,"For flavorful Turkish food infused with contemporary influence, Pera serves to please. Lunch does big business in this attractive dining room, layered in a chocolate-brown color scheme and packed with corporate types as well as visitors looking for a sleek place to sojourn mid-day. Acoustics can be loud, but with food so fine, you’ll want to stay awhile.Dinner is more low-key but the menu always brims with simple, good quality and slightly renovated plates like warm hummus with pastirma; lentil and bulgur tartare; or watermelon chunks tossed with salty feta, tomatoes and olive oil. A forkful of their model and deliciously tender chicken adana with a side of addictively crispy fries has wide appeal and makes for a fitting feast—at all times.",1,1,1,Douglas H,468,5,2021-08-17 00:00:00,70,"We found ourselves at Pera because of a rain storm, but it was a lucky find.  Nice place.  Great atmosphere and very good food.  The Chicken ""Shashlik"" was excellent.",1,1,5.0,29,0.0,0.0,9,0.177777777777778,87.01,0.137931034482759,4.0,0,0,0.0,0,0,0,0.137931034,3.999999986,0.137931034,3.999999986,3.5,0,0.0,0,0,0.0,1,0.0344827586206897,1,0,0,0.0,0.172413793103448,5,0,0.0,2,0.0689655172413793,1,0.0344827586206897,0,0,0,0,0,0,1,0,4,0.137931034482759,0,0.0,61,0.0495867768595041,"For flavorful Turkish food infused contemporary influence, Pera serves please. Lunch big business attractive dining room, layered chocolate-brown color scheme packed corporate types well visitors looking sleek place sojourn mid-day. Acoustics loud, food fine, you’ll want stay awhile.Dinner low-key menu always brims simple, good quality slightly renovated plates like warm hummus pastirma; lentil bulgur tartare; watermelon chunks tossed salty feta, tomatoes olive oil. forkful model deliciously tender chicken adana side addictively crispy fries wide appeal makes fitting feast—at times.","We found Pera rain storm, lucky find. Nice place. Great atmosphere good food. The Chicken ""Shashlik"" excellent.",0.021505376344086,0.226904777050645,0.156015290247703,0
1,Pera,1,NY,NY21,plate,"For flavorful Turkish food infused with contemporary influence, Pera serves to please. Lunch does big business in this attractive dining room, layered in a chocolate-brown color scheme and packed with corporate types as well as visitors looking for a sleek place to sojourn mid-day. Acoustics can be loud, but with food so fine, you’ll want to stay awhile.Dinner is more low-key but the menu always brims with simple, good quality and slightly renovated plates like warm hummus with pastirma; lentil and bulgur tartare; or watermelon chunks tossed with salty feta, tomatoes and olive oil. A forkful of their model and deliciously tender chicken adana with a side of addictively crispy fries has wide appeal and makes for a fitting feast—at all times.",1,1,1,MarkP115,2,5,2022-04-26 00:00:00,106,"This is an excellent Turkish restaurant in Midtown. The food is excellent: I had the vegetable timbale and the dip trio, and both were quite good. Service was friendly.",1,1,7.25,29,0.0,0.0,6,0.166666666666667,78.55,0.275862068965517,8.0,0,0,0.0,0,0,0,0.275862069,8.000000001,0.275862069,8.000000001,4.7,0,0.0,1,0,0.0,0,0.0,0,1,0,0.0,0.137931034482759,4,0,0.0,0,0.0,1,0.0344827586206897,0,0,0,0,0,0,0,1,6,0.206896551724138,0,0.0,97,0.05,"For flavorful Turkish food infused contemporary influence, Pera serves please. Lunch big business attractive dining room, layered chocolate-brown color scheme packed corporate types well visitors looking sleek place sojourn mid-day. Acoustics loud, food fine, you’ll want stay awhile.Dinner low-key menu always brims simple, good quality slightly renovated plates like warm hummus pastirma; lentil bulgur tartare; watermelon chunks tossed salty feta, tomatoes olive oil. forkful model deliciously tender chicken adana side addictively crispy fries wide appeal makes fitting feast—at times.","This excellent Turkish restaurant Midtown. The food excellent: vegetable timbale dip trio, quite good. Service friendly.",0.0217391304347826,0.257603274444655,0.101079739143854,0
1,Pera,1,NY,NY21,plate,"For flavorful Turkish food infused with contemporary influence, Pera serves to please. Lunch does big business in this attractive dining room, layered in a chocolate-brown color scheme and packed with corporate types as well as visitors looking for a sleek place to sojourn mid-day. Acoustics can be loud, but with food so fine, you’ll want to stay awhile.Dinner is more low-key but the menu always brims with simple, good quality and slightly renovated plates like warm hummus with pastirma; lentil and bulgur tartare; or watermelon chunks tossed with salty feta, tomatoes and olive oil. A forkful of their model and deliciously tender chicken adana with a side of addictively crispy fries has wide appeal and makes for a fitting feast—at all times.",1,1,1,Tom_Lennie,389,3,2022-05-08 00:00:00,107,"Ambience was poor on the Saturday night we visited, almost empty. Food was average and reasonably priced. Staff attentive but almost over zealous, trying to take plates away when not yet finished. Would not rush back.",1,1,9.0,36,0.0,0.0,6,0.0625,70.8,0.277777777777778,10.0,0,0,0.0,0,0,0,0.277777778,10.000000008,0.277777778,10.000000008,5.6,0,0.0,0,0,0.0,1,0.0277777777777778,1,0,0,0.0,0.0555555555555556,2,0,0.0,1,0.0277777777777778,2,0.0555555555555556,0,0,0,0,0,0,0,1,9,0.25,0,0.0,98,0.0390625,"For flavorful Turkish food infused contemporary influence, Pera serves please. Lunch big business attractive dining room, layered chocolate-brown color scheme packed corporate types well visitors looking sleek place sojourn mid-day. Acoustics loud, food fine, you’ll want stay awhile.Dinner low-key menu always brims simple, good quality slightly renovated plates like warm hummus pastirma; lentil bulgur tartare; watermelon chunks tossed salty feta, tomatoes olive oil. forkful model deliciously tender chicken adana side addictively crispy fries wide appeal makes fitting feast—at times.","Ambience poor Saturday night visited, almost empty. Food average reasonably priced. Staff attentive almost zealous, trying take plates away yet finished. Would rush back.",0.01,0.15712190895145,0.063077570029677,0
1,Pera,1,NY,NY21,plate,"For flavorful Turkish food infused with contemporary influence, Pera serves to please. Lunch does big business in this attractive dining room, layered in a chocolate-brown color scheme and packed with corporate types as well as visitors looking for a sleek place to sojourn mid-day. Acoustics can be loud, but with food so fine, you’ll want to stay awhile.Dinner is more low-key but the menu always brims with simple, good quality and slightly renovated plates like warm hummus with pastirma; lentil and bulgur tartare; or watermelon chunks tossed with salty feta, tomatoes and olive oil. A forkful of their model and deliciously tender chicken adana with a side of addictively crispy fries has wide appeal and makes for a fitting feast—at all times.",1,1,1,Waterloonie,1,4,2022-05-16 00:00:00,108,"Pera offers a very good Turkish-ish dining experience. We had the mezze platter, salad, lamb and chicken with Turkish wine.  Everything we had was tasty and portions were ample. Despite being a very very busy evening, service was friendly and efficient.",1,1,10.25,41,0.0238095238095238,0.976190476190476,8,0.0980392156862745,69.48,0.219512195121951,9.0,0,0,0.0,0,1,0,0.219512195,8.999999995,0.219512195,8.999999995,6.1,0,0.0,0,0,0.0,0,0.0,0,1,0,0.0,0.146341463414634,6,0,0.0,2,0.0487804878048781,0,0.0,0,0,0,0,0,0,0,1,8,0.195121951219512,0,0.0,99,0.072,"For flavorful Turkish food infused contemporary influence, Pera serves please. Lunch big business attractive dining room, layered chocolate-brown color scheme packed corporate types well visitors looking sleek place sojourn mid-day. Acoustics loud, food fine, you’ll want stay awhile.Dinner low-key menu always brims simple, good quality slightly renovated plates like warm hummus pastirma; lentil bulgur tartare; watermelon chunks tossed salty feta, tomatoes olive oil. forkful model deliciously tender chicken adana side addictively crispy fries wide appeal makes fitting feast—at times.","Pera offers good Turkish-ish dining experience. We mezze platter, salad, lamb chicken Turkish wine. Everything tasty portions ample. Despite busy evening, service friendly efficient.",0.0515463917525773,0.280442923759797,0.123796892118035,0
